date,prime_broker,ticker,name,country,sector,currency,price_local,price_usd,available_shares,borrow_rate_pct,htb_flag
3/6/25,Prime B,345 HK,Vitasoy,HK,Financials,HKD,60.57,7.7455,1496112,1.5,N
3/6/25,Prime B,2633 TT,Taiwan High Speed Rail,TW,Industrials,TWD,568.43,17.8752,1913125,2.75,N
3/6/25,Prime A,2753 TT,Bafang Yunji,TW,Information Technology,TWD,154.39,4.855,888557,0.25,N
3/6/25,Prime B,2753 TT,Bafang Yunji,TW,Information Technology,TWD,154.39,4.855,2528008,0.25,N
3/6/25,Prime C,2753 TT,Bafang Yunji,TW,Information Technology,TWD,154.39,4.855,1686289,0.25,N
3/6/25,Prime C,6857 JP,Advantest,JP,Information Technology,JPY,34255,229.1304,1707800,0.25,N
3/6/25,Prime C,6861 JP,Keyence,JP,Information Technology,JPY,34153,228.4482,6855,26.75,Y
3/6/25,Prime C,345 HK,Vitasoy,HK,Financials,HKD,60.57,7.7455,2406657,1.5,N
3/6/25,Prime A,3330 HK,Lingbao Gold,HK,Financials,HKD,276.76,35.3913,2605571,7.75,N
3/6/25,Prime A,3661 TT,Alchip Technologies,TW,Information Technology,TWD,183.53,5.7714,1248796,4,N
3/6/25,Prime B,3661 TT,Alchip Technologies,TW,Information Technology,TWD,183.53,5.7714,2069306,4,N
3/6/25,Prime A,3659 JP,Nexon,JP,Industrials,JPY,12861,86.0268,337894,1.25,N
3/6/25,Prime A,2834 TT,Taiwan Business Bank,TW,Information Technology,TWD,111.42,3.5038,1725027,6.75,N
3/6/25,Prime A,6861 JP,Keyence,JP,Information Technology,JPY,34153,228.4482,102460,21,Y
3/6/25,Prime B,6861 JP,Keyence,JP,Information Technology,JPY,34153,228.4482,140827,20.5,Y
3/6/25,Prime B,3330 HK,Lingbao Gold,HK,Financials,HKD,276.76,35.3913,2055182,4.25,N
3/6/25,Prime C,2834 TT,Taiwan Business Bank,TW,Information Technology,TWD,111.42,3.5038,449794,4.25,N
3/6/25,Prime C,3330 HK,Lingbao Gold,HK,Financials,HKD,276.76,35.3913,2359033,2.25,N
3/6/25,Prime A,3320 HK,China Resources Pharmaceutical Group,HK,Financials,HKD,179.92,23.0077,163027,8.5,Y
3/6/25,Prime C,3320 HK,China Resources Pharmaceutical Group,HK,Financials,HKD,179.92,23.0077,177662,8.25,Y
3/6/25,Prime B,3320 HK,China Resources Pharmaceutical Group,HK,Financials,HKD,179.92,23.0077,1006509,6.25,N
3/6/25,Prime B,2834 TT,Taiwan Business Bank,TW,Information Technology,TWD,111.42,3.5038,1700582,1,N
3/6/25,Prime C,2880 TT,Hua Nan Financial Holdings,TW,Information Technology,TWD,469.09,14.7513,124902,5.75,N
3/6/25,Prime B,2880 TT,Hua Nan Financial Holdings,TW,Information Technology,TWD,469.09,14.7513,2484424,3,N
3/6/25,Prime B,3659 JP,Nexon,JP,Industrials,JPY,12861,86.0268,960056,1.25,N
3/6/25,Prime C,051910 KS,LG Chem,KR,Materials,KRW,85225,64.3208,1988054,0.25,N
3/6/25,Prime C,3659 JP,Nexon,JP,Industrials,JPY,12861,86.0268,1129357,1.25,N
3/6/25,Prime A,3532 TT,Formosa Sumco Technology,TW,Information Technology,TWD,216.69,6.8142,14245,8.25,Y
3/6/25,Prime A,2880 TT,Hua Nan Financial Holdings,TW,Information Technology,TWD,469.09,14.7513,2096220,1.5,N
3/6/25,Prime B,3532 TT,Formosa Sumco Technology,TW,Information Technology,TWD,216.69,6.8142,2587662,5,N
3/6/25,Prime C,3532 TT,Formosa Sumco Technology,TW,Information Technology,TWD,216.69,6.8142,2495177,3.75,N
3/6/25,Prime A,3481 TT,Innolux,TW,Information Technology,TWD,376.33,11.8343,143563,9.75,Y
3/6/25,Prime C,3481 TT,Innolux,TW,Information Technology,TWD,376.33,11.8343,149648,9,Y
3/6/25,Prime B,3481 TT,Innolux,TW,Information Technology,TWD,376.33,11.8343,187572,6.75,N
3/6/25,Prime C,336260 KS,Doosan Fuel Cell,KR,Information Technology,KRW,102816,77.597,2583554,5,N
3/6/25,Prime A,336260 KS,Doosan Fuel Cell,KR,Information Technology,KRW,102816,77.597,2017905,2,N
3/6/25,Prime B,336260 KS,Doosan Fuel Cell,KR,Information Technology,KRW,102816,77.597,241131,0.5,N
3/6/25,Prime A,3311 HK,China State Construction International,HK,Financials,HKD,267.94,34.2634,555114,3,N
3/6/25,Prime B,3311 HK,China State Construction International,HK,Financials,HKD,267.94,34.2634,2995776,3,N
3/6/25,Prime A,2882 TT,Cathay Financial Holding,TW,Financials,TWD,315.44,9.9195,2836558,0.25,N
3/6/25,Prime B,2882 TT,Cathay Financial Holding,TW,Financials,TWD,315.44,9.9195,193880,0.25,N
3/6/25,Prime C,2882 TT,Cathay Financial Holding,TW,Financials,TWD,315.44,9.9195,1898112,0.5,N
3/6/25,Prime A,2883 TT,KGI Financial Holding,TW,Information Technology,TWD,390.29,12.2733,1523992,0.25,N
3/6/25,Prime C,3311 HK,China State Construction International,HK,Financials,HKD,267.94,34.2634,2215442,2.75,N
3/6/25,Prime A,3293 TT,International Games System,TW,Information Technology,TWD,139.78,4.3956,2945138,3.25,N
3/6/25,Prime B,2883 TT,KGI Financial Holding,TW,Information Technology,TWD,390.29,12.2733,1964617,0.25,N
3/6/25,Prime C,2883 TT,KGI Financial Holding,TW,Information Technology,TWD,390.29,12.2733,1279076,0.25,N
3/6/25,Prime B,3293 TT,International Games System,TW,Information Technology,TWD,139.78,4.3956,932926,3.25,N
3/6/25,Prime C,3293 TT,International Games System,TW,Information Technology,TWD,139.78,4.3956,2483630,1.25,N
3/6/25,Prime A,329180 KS,HD Hyundai Heavy Industries,KR,Information Technology,KRW,53256,40.1932,987621,2.75,N
3/6/25,Prime A,047050 KS,Posco International,KR,Industrials,KRW,32182,24.2883,906879,0.25,N
3/6/25,Prime B,047050 KS,Posco International,KR,Industrials,KRW,32182,24.2883,2790601,0.25,N
3/6/25,Prime C,047050 KS,Posco International,KR,Industrials,KRW,32182,24.2883,51580,0.25,N
3/6/25,Prime A,042700 KS,HANMI Semiconductor,KR,Information Technology,KRW,106252,80.1902,1040361,0.25,N
3/6/25,Prime B,042700 KS,HANMI Semiconductor,KR,Information Technology,KRW,106252,80.1902,343536,0.25,N
3/6/25,Prime B,329180 KS,HD Hyundai Heavy Industries,KR,Information Technology,KRW,53256,40.1932,266481,2.75,N
3/6/25,Prime C,329180 KS,HD Hyundai Heavy Industries,KR,Information Technology,KRW,53256,40.1932,1659984,2.75,N
3/6/25,Prime A,3231 TT,Wistron Corporation,TW,Information Technology,TWD,122.17,3.8418,168482,8.25,Y
3/6/25,Prime C,3231 TT,Wistron Corporation,TW,Information Technology,TWD,122.17,3.8418,2295445,3.5,N
3/6/25,Prime B,3231 TT,Wistron Corporation,TW,Information Technology,TWD,122.17,3.8418,1818933,2.5,N
3/6/25,Prime A,3222 TT,Himax,TW,Information Technology,TWD,263.69,8.2921,721798,2.75,N
3/6/25,Prime A,6920 JP,Lasertec,JP,Information Technology,JPY,22720,151.9732,1933784,0.25,N
3/6/25,Prime B,6920 JP,Lasertec,JP,Information Technology,JPY,22720,151.9732,2577607,0.25,N
3/6/25,Prime C,042700 KS,HANMI Semiconductor,KR,Information Technology,KRW,106252,80.1902,2372014,0.25,N
3/6/25,Prime C,3222 TT,Himax,TW,Information Technology,TWD,263.69,8.2921,628292,2.75,N
3/6/25,Prime B,3222 TT,Himax,TW,Information Technology,TWD,263.69,8.2921,1404184,2.5,N
3/6/25,Prime B,316 HK,Orient Overseas Container Line,HK,Financials,HKD,99.14,12.6777,1074400,3.25,N
3/6/25,Prime C,316 HK,Orient Overseas Container Line,HK,Financials,HKD,99.14,12.6777,2624714,3,N
3/6/25,Prime C,6920 JP,Lasertec,JP,Information Technology,JPY,22720,151.9732,1688963,0.25,N
3/6/25,Prime C,6954 JP,Fanuc,JP,Industrials,JPY,52012,347.9064,129003,31.75,Y
3/6/25,Prime A,316 HK,Orient Overseas Container Line,HK,Financials,HKD,99.14,12.6777,1421173,2.75,N
3/6/25,Prime A,3105 TT,WIN Semiconductors,TW,Information Technology,TWD,133.75,4.206,2279240,6.75,N
3/6/25,Prime A,3 HK,Hong Kong and China Gas,HK,Utilities,HKD,222.28,28.4246,2029431,7.75,N
3/6/25,Prime C,3 HK,Hong Kong and China Gas,HK,Utilities,HKD,222.28,28.4246,387522,7.75,N
3/6/25,Prime B,3 HK,Hong Kong and China Gas,HK,Utilities,HKD,222.28,28.4246,2775441,2.75,N
3/6/25,Prime B,3105 TT,WIN Semiconductors,TW,Information Technology,TWD,133.75,4.206,1629098,3.25,N
3/6/25,Prime C,3105 TT,WIN Semiconductors,TW,Information Technology,TWD,133.75,4.206,1320284,3.25,N
3/6/25,Prime B,6954 JP,Fanuc,JP,Industrials,JPY,52012,347.9064,8968,25,Y
3/6/25,Prime A,6954 JP,Fanuc,JP,Industrials,JPY,52012,347.9064,113051,19.5,Y
3/6/25,Prime C,3045 TT,Taiwan Mobile,TW,Communication Services,TWD,45.17,1.4204,2033758,5.75,N
3/6/25,Prime A,3045 TT,Taiwan Mobile,TW,Communication Services,TWD,45.17,1.4204,754419,4.25,N
3/6/25,Prime B,3045 TT,Taiwan Mobile,TW,Communication Services,TWD,45.17,1.4204,792937,1.25,N
3/6/25,Prime A,3037 TT,Unimicron,TW,Information Technology,TWD,598.5,18.8208,927449,1.75,N
3/6/25,Prime C,3037 TT,Unimicron,TW,Information Technology,TWD,598.5,18.8208,2948916,1.5,N
3/6/25,Prime B,3037 TT,Unimicron,TW,Information Technology,TWD,598.5,18.8208,1720541,1.25,N
3/6/25,Prime B,293 HK,Cathay Pacific,HK,Industrials,HKD,35.01,4.477,776483,8,Y
3/6/25,Prime A,303 HK,Vtech,HK,Financials,HKD,224.54,28.7136,2163461,0.25,N
3/6/25,Prime B,303 HK,Vtech,HK,Financials,HKD,224.54,28.7136,457173,0.25,N
3/6/25,Prime C,303 HK,Vtech,HK,Financials,HKD,224.54,28.7136,1479884,0.25,N
3/6/25,Prime C,3008 TT,Largan Precision,TW,Information Technology,TWD,161.02,5.0635,726751,1,N
3/6/25,Prime A,3008 TT,Largan Precision,TW,Information Technology,TWD,161.02,5.0635,1128859,0.75,N
3/6/25,Prime B,3008 TT,Largan Precision,TW,Information Technology,TWD,161.02,5.0635,2297539,0.75,N
3/6/25,Prime A,293490 KS,Kakao Games,KR,Information Technology,KRW,112250,84.717,186820,10.25,Y
3/6/25,Prime A,036460 KS,Korea Gas,KR,Utilities,KRW,5804,4.3804,2522168,1.25,N
3/6/25,Prime B,036460 KS,Korea Gas,KR,Utilities,KRW,5804,4.3804,756774,1,N
3/6/25,Prime C,293 HK,Cathay Pacific,HK,Industrials,HKD,35.01,4.477,2111266,5.75,N
3/6/25,Prime B,293490 KS,Kakao Games,KR,Information Technology,KRW,112250,84.717,98291,12.75,Y
3/6/25,Prime C,293490 KS,Kakao Games,KR,Information Technology,KRW,112250,84.717,181184,8.25,Y
3/6/25,Prime B,2888 TT,Shin Kong Financial Holding,TW,Financials,TWD,557.46,17.5302,1447592,7.5,N
3/6/25,Prime A,2890 TT,Sinopac Financial Holdings,TW,Financials,TWD,64.16,2.0176,1331942,0.25,N
3/6/25,Prime B,2890 TT,Sinopac Financial Holdings,TW,Financials,TWD,64.16,2.0176,1424915,0.25,N
3/6/25,Prime C,2890 TT,Sinopac Financial Holdings,TW,Financials,TWD,64.16,2.0176,2308249,0.25,N
3/6/25,Prime C,2891 TT,CTBC Financial Holding,TW,Information Technology,TWD,625.77,19.6783,63036,24,Y
3/6/25,Prime B,2891 TT,CTBC Financial Holding,TW,Information Technology,TWD,625.77,19.6783,141691,21.5,Y
3/6/25,Prime C,6981 JP,Murata Manufacturing,JP,Information Technology,JPY,6892,46.1003,2010129,6,N
3/6/25,Prime C,036460 KS,Korea Gas,KR,Utilities,KRW,5804,4.3804,2243010,0.5,N
3/6/25,Prime A,2888 TT,Shin Kong Financial Holding,TW,Financials,TWD,557.46,17.5302,1540415,6,N
3/6/25,Prime C,2888 TT,Shin Kong Financial Holding,TW,Financials,TWD,557.46,17.5302,2049760,2,N
3/6/25,Prime A,2887 TT,Taishin Financial Holdings,TW,Information Technology,TWD,512.78,16.1252,2773370,3.5,N
3/6/25,Prime A,293 HK,Cathay Pacific,HK,Industrials,HKD,35.01,4.477,314178,0.75,N
3/6/25,Prime A,291 HK,China Resources Beer,HK,Consumer Staples,HKD,18.87,2.413,1100663,0.25,N
3/6/25,Prime A,2891 TT,CTBC Financial Holding,TW,Information Technology,TWD,625.77,19.6783,86678,18.75,Y
3/6/25,Prime A,2892 TT,First Financial Holding,TW,Financials,TWD,215.94,6.7906,1915239,6.25,N
3/6/25,Prime B,2892 TT,First Financial Holding,TW,Financials,TWD,215.94,6.7906,2225540,6.25,N
3/6/25,Prime C,2892 TT,First Financial Holding,TW,Financials,TWD,215.94,6.7906,236899,2.25,N
3/6/25,Prime A,035720 KS,Kakao,KR,Communication Services,KRW,29806,22.4951,1631174,0.25,N
3/6/25,Prime B,035720 KS,Kakao,KR,Communication Services,KRW,29806,22.4951,2383481,0.25,N
3/6/25,Prime C,035720 KS,Kakao,KR,Communication Services,KRW,29806,22.4951,801383,0.25,N
3/6/25,Prime B,291 HK,China Resources Beer,HK,Consumer Staples,HKD,18.87,2.413,1480263,0.25,N
3/6/25,Prime C,291 HK,China Resources Beer,HK,Consumer Staples,HKD,18.87,2.413,2726507,0.25,N
3/6/25,Prime A,2912 TT,President Chain Store (PSCS),TW,Consumer Staples,TWD,161.14,5.0673,197318,8.5,Y
3/6/25,Prime C,2912 TT,President Chain Store (PSCS),TW,Consumer Staples,TWD,161.14,5.0673,489474,1.25,N
3/6/25,Prime B,2912 TT,President Chain Store (PSCS),TW,Consumer Staples,TWD,161.14,5.0673,1768649,0.75,N
3/6/25,Prime B,2887 TT,Taishin Financial Holdings,TW,Information Technology,TWD,512.78,16.1252,731118,3.5,N
3/6/25,Prime A,6981 JP,Murata Manufacturing,JP,Information Technology,JPY,6892,46.1003,1461484,5.25,N
3/6/25,Prime A,035420 KS,Naver,KR,Communication Services,KRW,51406,38.797,872197,0.25,N
3/6/25,Prime B,035420 KS,Naver,KR,Communication Services,KRW,51406,38.797,1953542,0.25,N
3/6/25,Prime C,2880 HK,Futu Holdings,HK,Financials,HKD,123,15.7289,78270,28.75,Y
3/6/25,Prime B,2880 HK,Futu Holdings,HK,Financials,HKD,123,15.7289,150352,23,Y
3/6/25,Prime A,2880 HK,Futu Holdings,HK,Financials,HKD,123,15.7289,114470,20.5,Y
3/6/25,Prime C,2887 TT,Taishin Financial Holdings,TW,Information Technology,TWD,512.78,16.1252,2023702,0.25,N
3/6/25,Prime B,2886 TT,MFHC,TW,Financials,TWD,196.43,6.177,419221,6.75,N
3/6/25,Prime A,3034 TT,Novatek Microelectronics,TW,Information Technology,TWD,149.8,4.7107,46764,0.25,N
3/6/25,Prime B,6981 JP,Murata Manufacturing,JP,Information Technology,JPY,6892,46.1003,621008,0.75,N
3/6/25,Prime A,2886 TT,MFHC,TW,Financials,TWD,196.43,6.177,815521,3,N
3/6/25,Prime C,035420 KS,Naver,KR,Communication Services,KRW,51406,38.797,243820,0.25,N
3/6/25,Prime B,035250 KS,Kangwon Land,KR,Consumer Staples,KRW,42556,32.1177,122728,17,Y
3/6/25,Prime A,288 HK,WH Group,HK,Financials,HKD,79.76,10.1995,643633,0.25,N
3/6/25,Prime B,288 HK,WH Group,HK,Financials,HKD,79.76,10.1995,1535074,0.25,N
3/6/25,Prime C,288 HK,WH Group,HK,Financials,HKD,79.76,10.1995,795655,0.25,N
3/6/25,Prime C,2886 TT,MFHC,TW,Financials,TWD,196.43,6.177,1877257,2.5,N
3/6/25,Prime B,3034 TT,Novatek Microelectronics,TW,Information Technology,TWD,149.8,4.7107,1724492,0.25,N
3/6/25,Prime C,3034 TT,Novatek Microelectronics,TW,Information Technology,TWD,149.8,4.7107,1944187,0.25,N
3/6/25,Prime B,2885 TT,Yuanta Financial Holding,TW,Financials,TWD,50.42,1.5855,184784,8.25,Y
3/6/25,Prime A,2885 TT,Yuanta Financial Holding,TW,Financials,TWD,50.42,1.5855,776806,5.5,N
3/6/25,Prime C,2885 TT,Yuanta Financial Holding,TW,Financials,TWD,50.42,1.5855,680735,4.25,N
3/6/25,Prime C,7012 JP,Kawasaki Heavy Industries,JP,Industrials,JPY,1121,7.4983,430050,4.25,N
3/6/25,Prime A,7012 JP,Kawasaki Heavy Industries,JP,Industrials,JPY,1121,7.4983,1392874,3.75,N
3/6/25,Prime A,2884 TT,E.SUN Bank,TW,Financials,TWD,104.28,3.2792,1969526,2.75,N
3/6/25,Prime B,2884 TT,E.SUN Bank,TW,Financials,TWD,104.28,3.2792,1126771,2.75,N
3/6/25,Prime C,2884 TT,E.SUN Bank,TW,Financials,TWD,104.28,3.2792,578218,2.75,N
3/6/25,Prime A,2881 TT,Fubon Financial,TW,Financials,TWD,77.78,2.4459,456181,0.75,N
3/6/25,Prime B,2881 TT,Fubon Financial,TW,Financials,TWD,77.78,2.4459,106116,0.25,N
3/6/25,Prime C,2881 TT,Fubon Financial,TW,Financials,TWD,77.78,2.4459,226805,0.25,N
3/6/25,Prime B,7012 JP,Kawasaki Heavy Industries,JP,Industrials,JPY,1121,7.4983,1277937,0.5,N
3/6/25,Prime A,2801 TT,Chang Hwa Commercial Bank,TW,Financials,TWD,161.07,5.0651,2001606,2.5,N
3/6/25,Prime B,2801 TT,Chang Hwa Commercial Bank,TW,Financials,TWD,161.07,5.0651,310962,2.5,N
3/6/25,Prime C,2801 TT,Chang Hwa Commercial Bank,TW,Financials,TWD,161.07,5.0651,1139579,2.5,N
3/6/25,Prime C,035250 KS,Kangwon Land,KR,Consumer Staples,KRW,42556,32.1177,16368,14.25,Y
3/6/25,Prime A,28 HK,Tian An China Investments Company,HK,Financials,HKD,140.15,17.922,2334376,2.25,N
3/6/25,Prime B,28 HK,Tian An China Investments Company,HK,Financials,HKD,140.15,17.922,1068991,2.25,N
3/6/25,Prime A,27 HK,Galaxy Entertainment,HK,Financials,HKD,240.28,30.7263,1014756,5,N
3/6/25,Prime C,28 HK,Tian An China Investments Company,HK,Financials,HKD,140.15,17.922,1732102,2.25,N
3/6/25,Prime A,2778 HK,Champion REIT,HK,Financials,HKD,18.91,2.4182,964334,1.5,N
3/6/25,Prime A,3083 TT,Chinese Gamer International,TW,Information Technology,TWD,491.35,15.4513,1084360,6.25,N
3/6/25,Prime B,7182 JP,Japan Post Bank,JP,Industrials,JPY,48844,326.7157,89571,8.5,Y
3/6/25,Prime A,7182 JP,Japan Post Bank,JP,Industrials,JPY,48844,326.7157,891632,7.5,N
3/6/25,Prime A,035250 KS,Kangwon Land,KR,Consumer Staples,KRW,42556,32.1177,95416,11.25,Y
3/6/25,Prime B,2778 HK,Champion REIT,HK,Financials,HKD,18.91,2.4182,1234225,1.5,N
3/6/25,Prime C,2778 HK,Champion REIT,HK,Financials,HKD,18.91,2.4182,722241,1.5,N
3/6/25,Prime B,27 HK,Galaxy Entertainment,HK,Financials,HKD,240.28,30.7263,319157,4,N
3/6/25,Prime C,27 HK,Galaxy Entertainment,HK,Financials,HKD,240.28,30.7263,2113698,3.75,N
3/6/25,Prime A,2638 HK,HK Electric Investments,HK,Financials,HKD,188.16,24.0614,1520207,0.25,N
3/6/25,Prime B,2638 HK,HK Electric Investments,HK,Financials,HKD,188.16,24.0614,579713,0.25,N
3/6/25,Prime C,3083 TT,Chinese Gamer International,TW,Information Technology,TWD,491.35,15.4513,2368908,5.5,N
3/6/25,Prime B,3083 TT,Chinese Gamer International,TW,Information Technology,TWD,491.35,15.4513,2041478,2.75,N
3/6/25,Prime C,3086 TT,Wayi International Digital Entertainment,TW,Information Technology,TWD,269.42,8.4723,1153225,8,Y
3/6/25,Prime A,3086 TT,Wayi International Digital Entertainment,TW,Information Technology,TWD,269.42,8.4723,2680575,4,N
3/6/25,Prime C,7182 JP,Japan Post Bank,JP,Industrials,JPY,48844,326.7157,277539,1.5,N
3/6/25,Prime C,7203 JP,Toyota,JP,Consumer Discretionary,JPY,41389,276.8495,2035807,6.75,N
3/6/25,Prime B,7203 JP,Toyota,JP,Consumer Discretionary,JPY,41389,276.8495,455930,5.75,N
3/6/25,Prime A,7203 JP,Toyota,JP,Consumer Discretionary,JPY,41389,276.8495,2650584,2.25,N
3/6/25,Prime A,271560 KS,ORION,KR,Information Technology,KRW,105454,79.5879,1460513,1.5,N
3/6/25,Prime A,034220 KS,LG Display,KR,Information Technology,KRW,68630,51.7962,186582,0.25,N
3/6/25,Prime C,034220 KS,LG Display,KR,Information Technology,KRW,68630,51.7962,2557885,0.25,N
3/6/25,Prime B,271560 KS,ORION,KR,Information Technology,KRW,105454,79.5879,1222695,1.25,N
3/6/25,Prime C,2638 HK,HK Electric Investments,HK,Financials,HKD,188.16,24.0614,2724998,0.25,N
3/6/25,Prime C,271560 KS,ORION,KR,Information Technology,KRW,105454,79.5879,2869028,1.25,N
3/6/25,Prime B,2615 TT,Wan Hai Lines,TW,Information Technology,TWD,149.32,4.6956,459574,4,N
3/6/25,Prime B,7267 JP,Honda,JP,Consumer Discretionary,JPY,13064,87.3846,140792,4,N
3/6/25,Prime C,7267 JP,Honda,JP,Consumer Discretionary,JPY,13064,87.3846,2553627,3,N
3/6/25,Prime C,2615 TT,Wan Hai Lines,TW,Information Technology,TWD,149.32,4.6956,319872,2.25,N
3/6/25,Prime A,2615 TT,Wan Hai Lines,TW,Information Technology,TWD,149.32,4.6956,725440,0.5,N
3/6/25,Prime A,2609 TT,Yang Ming,TW,Information Technology,TWD,128.59,4.0437,95925,2.5,N
3/6/25,Prime B,3086 TT,Wayi International Digital Entertainment,TW,Information Technology,TWD,269.42,8.4723,1400785,1.5,N
3/6/25,Prime B,2609 TT,Yang Ming,TW,Information Technology,TWD,128.59,4.0437,346203,2.25,N
3/6/25,Prime C,2609 TT,Yang Ming,TW,Information Technology,TWD,128.59,4.0437,1635096,2.25,N
3/6/25,Prime A,257 HK,China Everbright Environment Group,HK,Financials,HKD,183.11,23.4156,1618726,7.75,N
3/6/25,Prime A,7267 JP,Honda,JP,Consumer Discretionary,JPY,13064,87.3846,2444080,2,N
3/6/25,Prime B,257 HK,China Everbright Environment Group,HK,Financials,HKD,183.11,23.4156,621753,5.25,N
3/6/25,Prime C,257 HK,China Everbright Environment Group,HK,Financials,HKD,183.11,23.4156,2432327,1.75,N
3/6/25,Prime B,2501 TT,Cathay Real Estate Development,TW,Information Technology,TWD,511.84,16.0956,1395715,5.25,N
3/6/25,Prime A,2501 TT,Cathay Real Estate Development,TW,Information Technology,TWD,511.84,16.0956,349282,3.25,N
3/6/25,Prime C,2501 TT,Cathay Real Estate Development,TW,Information Technology,TWD,511.84,16.0956,2894505,3.25,N
3/6/25,Prime B,2474 TT,Catcher Technology,TW,Information Technology,TWD,42.34,1.3314,807566,6.25,N
3/6/25,Prime B,032830 KS,Samsung Life Insurance,KR,Financials,KRW,20200,15.2453,2240343,4.25,N
3/6/25,Prime A,032830 KS,Samsung Life Insurance,KR,Financials,KRW,20200,15.2453,106252,1.5,N
3/6/25,Prime C,2474 TT,Catcher Technology,TW,Information Technology,TWD,42.34,1.3314,308062,4,N
3/6/25,Prime A,2474 TT,Catcher Technology,TW,Information Technology,TWD,42.34,1.3314,1278880,1.25,N
3/6/25,Prime B,2408 TT,Nanya Technology,TW,Information Technology,TWD,429.06,13.4925,1073658,3.25,N
3/6/25,Prime C,2408 TT,Nanya Technology,TW,Information Technology,TWD,429.06,13.4925,1512930,3.25,N
3/6/25,Prime A,2408 TT,Nanya Technology,TW,Information Technology,TWD,429.06,13.4925,2915232,0.25,N
3/6/25,Prime C,032830 KS,Samsung Life Insurance,KR,Financials,KRW,20200,15.2453,2464594,0.75,N
3/6/25,Prime A,2388 HK,Bank of China (Hong Kong),HK,Financials,HKD,196.4,25.1151,2711297,7.25,N
3/6/25,Prime C,241 HK,Alibaba Health Information Technology,HK,Financials,HKD,191.89,24.5384,584479,7.25,N
3/6/25,Prime B,2388 HK,Bank of China (Hong Kong),HK,Financials,HKD,196.4,25.1151,230947,3.25,N
3/6/25,Prime C,2388 HK,Bank of China (Hong Kong),HK,Financials,HKD,196.4,25.1151,635787,3,N
3/6/25,Prime A,2382 TT,Quanta Computer,TW,Information Technology,TWD,467.7,14.7075,690241,1,N
3/6/25,Prime C,2382 TT,Quanta Computer,TW,Information Technology,TWD,467.7,14.7075,2455573,1,N
3/6/25,Prime B,2382 TT,Quanta Computer,TW,Information Technology,TWD,467.7,14.7075,2588308,0.5,N
3/6/25,Prime A,028670 KS,Pan Ocean,KR,Information Technology,KRW,110932,83.7223,2468289,7.25,N
3/6/25,Prime B,241 HK,Alibaba Health Information Technology,HK,Financials,HKD,191.89,24.5384,2999329,5.75,N
3/6/25,Prime A,241 HK,Alibaba Health Information Technology,HK,Financials,HKD,191.89,24.5384,509826,1,N
3/6/25,Prime C,2377 TT,MSI (Micro-Star International),TW,Information Technology,TWD,289.14,9.0925,2931882,3.75,N
3/6/25,Prime A,2377 TT,MSI (Micro-Star International),TW,Information Technology,TWD,289.14,9.0925,2985230,2.75,N
3/6/25,Prime B,2377 TT,MSI (Micro-Star International),TW,Information Technology,TWD,289.14,9.0925,1817259,1,N
3/6/25,Prime B,3443 TT,Global Unichip Corp.,TW,Information Technology,TWD,590.04,18.5547,1742979,2.75,N
3/6/25,Prime C,3443 TT,Global Unichip Corp.,TW,Information Technology,TWD,590.04,18.5547,2571627,1.75,N
3/6/25,Prime A,3443 TT,Global Unichip Corp.,TW,Information Technology,TWD,590.04,18.5547,1907769,0.75,N
3/6/25,Prime A,2357 TT,ASUS,TW,Information Technology,TWD,413.49,13.0028,1482735,0.75,N
3/6/25,Prime B,2357 TT,ASUS,TW,Information Technology,TWD,413.49,13.0028,790215,0.75,N
3/6/25,Prime C,2357 TT,ASUS,TW,Information Technology,TWD,413.49,13.0028,1973508,0.75,N
3/6/25,Prime B,2353 TT,Acer,TW,Information Technology,TWD,481.75,15.1494,1428457,1.25,N
3/6/25,Prime A,7751 JP,Canon,JP,Information Technology,JPY,34193,228.7157,2860491,0.25,N
3/6/25,Prime B,7751 JP,Canon,JP,Information Technology,JPY,34193,228.7157,802717,0.25,N
3/6/25,Prime C,028670 KS,Pan Ocean,KR,Information Technology,KRW,110932,83.7223,1206898,2.75,N
3/6/25,Prime B,028670 KS,Pan Ocean,KR,Information Technology,KRW,110932,83.7223,68904,2,N
3/6/25,Prime C,2353 TT,Acer,TW,Information Technology,TWD,481.75,15.1494,1794772,1.25,N
3/6/25,Prime A,2353 TT,Acer,TW,Information Technology,TWD,481.75,15.1494,1836751,0.75,N
3/6/25,Prime B,2347 TT,Synnex Technology International,TW,Information Technology,TWD,516.93,16.2557,217721,1.75,N
3/6/25,Prime B,2380 HK,China Power International Development,HK,Financials,HKD,123.25,15.7609,3154,8.75,Y
3/6/25,Prime C,2380 HK,China Power International Development,HK,Financials,HKD,123.25,15.7609,172594,4.25,N
3/6/25,Prime C,2347 TT,Synnex Technology International,TW,Information Technology,TWD,516.93,16.2557,1441294,1.5,N
3/6/25,Prime A,2347 TT,Synnex Technology International,TW,Information Technology,TWD,516.93,16.2557,2726538,0.25,N
3/6/25,Prime C,7751 JP,Canon,JP,Information Technology,JPY,34193,228.7157,984145,0.25,N
3/6/25,Prime A,7832 JP,Bandai Namco,JP,Consumer Discretionary,JPY,38443,257.1438,1013812,0.25,N
3/6/25,Prime B,7832 JP,Bandai Namco,JP,Consumer Discretionary,JPY,38443,257.1438,2991299,0.25,N
3/6/25,Prime A,2380 HK,China Power International Development,HK,Financials,HKD,123.25,15.7609,629718,3.75,N
